2.384000000000005315e+01,3.174023062909000492e-01
2.307999999999999119e+01,2.438972893428648092e-01
2.075533333333340735e+01,2.529537508337618701e-01
2.005733333333335722e+01,1.408162983478518926e-01
1.688799999999999812e+01,3.726527426684739797e-01
1.492666666666672270e+01,3.237537421975076879e-01
1.429333333333327083e+01,3.499331396453875809e-01
1.761799999999994171e+01,3.565999055822999253e-01
1.535133333333334704e+01,2.931318177857633600e-01
2.154133333333339095e+01,2.965364996869063186e-01
1.838666666666677685e+01,1.884745731235085431e-01
2.110133333333361705e+01,1.563874576528405669e-01
2.312400000000015865e+01,3.911637983745478442e-01
1.918200000000010164e+01,3.510114813252947497e-01
1.693399999999994066e+01,2.727925126032161307e-01
1.418333333333328916e+01,3.223710503726749943e-01
1.497600000000008791e+01,6.089245673862997421e-01
1.675266666666678361e+01,3.909435644519462238e-01
2.308933333333323645e+01,2.521571618681960336e-01
2.179466666666669283e+01,3.267069593839060926e-01
1.757400000000000517e+01,4.446101208959675199e-01
1.530666666666664000e+01,2.579785232366582082e-01
1.421133333333347615e+01,3.199191203297651609e-01
1.828200000000007464e+01,2.893663549368447607e-01
1.639800000000002456e+01,5.177555305850312095e-01
1.661866666666666603e+01,3.744507443887243880e-01
1.735666666666669400e+01,3.189599662407722747e-01
1.593666666666678644e+01,5.023993217927618105e-01
1.134166666666668810e+01,5.351542741116575019e-01
1.330600000000009153e+01,8.160129487003373594e-01
1.601933333333352039e+01,3.665588534679272703e-01
9.940666666666677642e+00,7.236834321769493039e-01
1.020200000000003548e+01,1.346988218804796134e+00
9.649333333333363072e+00,9.598183503671314787e-01
1.115000000000010161e+01,1.066504969446481876e+00
1.618133333333346968e+01,5.567145785312618278e-01
1.303400000000001135e+01,6.445355773144392231e-01
1.170333333333344683e+01,7.814079442010246623e-01
9.173333333333379969e+00,2.137703779314906516e+00
8.915333333333387955e+00,1.844243112945328278e+00
9.522000000000089059e+00,2.244905323989634383e+00
9.268666666666749876e+00,1.937012658911807961e+00
1.062733333333343921e+01,2.118999814088822209e+00
1.020333333333337578e+01,2.459441881044411637e+00
8.345333333333332604e+00,2.772620572626132152e+00
4.184666666666529977e+00,3.038911540115585730e+00
-6.053333333333114075e-01,4.627352268727900508e+00
5.933333333333388193e-01,4.653929358503900993e+00
5.765999999999833925e+00,3.935888100137208134e+00
7.655333333333162571e+00,3.272644446379111116e+00
5.975999999999975998e+00,4.072680634050958481e+00
8.143999999999847361e+00,3.524142634992748491e+00
7.236666666666550896e+00,3.128252070849293798e+00
8.936666666666939207e+00,3.712032582794321911e+00
4.661999999999936861e+00,3.171674015752001363e+00
2.189999999999916014e+00,3.892684038869737684e+00
